,writer,date,review
102,후루꾸수학,2023.08.01. 13:37,"4월 첫번째 진료에서 5-6-7 전방유합술 해야된다. 3-4는 흡수 가능성이 있어 보인다.ㅅㅇㄷ에서 찍은 mri가 흔들려서 잘 안나와서 한달뒤에 부분mri를 다시 찍기로 함5월 두번째 진료에서 너무 안좋다. 좀 어떠냐고 하셔서 통증은 그냥 버틸만 한 정도로 많이 아프지는 않다 하니 어떻게 이 상태가 안 아플수 있냐고 버럭3개월 뒤에 보자하심오늘 세번째 진료신: 좀 어땠냐나: 통증은 심하지 않은데 손 저림과 발 저림이 심합니다.신: 약을 좀 바꿔보자나: 수술을 꼭 해야 되나요?신: 수술 안 해도 된다. 이 병은 죽는 병이 아니니 안해도 되지만 마비가 올 수도 있고 많이 힘드니까 수술을 하는거다. 많이 안 아프면 안해도 된다. 완치되는 사람도 있다.나: 첫진료에서 12월 수술도 너무 늦다하셨다신: mri좀 다시 보자. 심하지 않은 컷이 메인에 떠 있었다. 심하긴 하다. 3-4는 내가 흡수 가능하다고 한거 기억나냐3개월 뒤에 다시 mri찍어보자. 3-4가 계속 안 좋으면 수술이 복잡해진다. 3-4, 5-6-7을 유합하면 4-5는 분명히 안좋아질거다. 그럼 전방으로 유합하고 나중에 3번부터 7번까지 뒤를 넓히는 수술을 같이 할거다나: 한번 입원해서 다 합니까신: 아니다. 전방만 우선 하고 나중에 3-4가 더 안좋아지면 후방을 할거다.나: ㅂㅇㄱ교수님도 수술해야한다 하시고 다들 수술하라니 걱정이다신: 안그래도 ㅂㅇㄱ교수님이랑 ㅇㄷㅎ교수님 어제 만나서 식사했다. 경추연구회 원로들 모시고 식사했는데 솔직히 그 분들보다 내가 낫지~그분들은 허리랑 목을 같이 하신 분들이지만 난 몇십년동안 목만 했다. 지금 이 수술은 난 매일하는 수술이다.목 수술은 허리랑 다르다. 굉장히 어렵고 위험한 수술이다. 하지만 허리는 디스크가 커서 수술해도 지저분하지만 목은 굉장히 깔끔해진다. 그래서 목 수술을 하는 사람들은 성격도 그렇게 되는거 같다. 굉장히 어려운 수술이지만 난 쉽다. 왜? 난 배웠으니까나: 첫 진료 때 더 심해지거나 못 참겠으면 아무때나 응급실로 오면 수술해주시겠다고 하신 말씀이 너무 감사했고 든든했다. 그 말씀 덕분에 오히려 안 아파진것 같다.신: 난 이 수술 자신있고 결과를 예측할 수 있어서 환자가 좋아질거라는걸 믿는데 환자들이 나를 믿으면 결과도 좋다.우선 3개월뒤에 부분 mri를 다시 찍어서 3-4번을 확인하고 방향을 정하자.수술은 바로 안해도 되고 나중에 심해지면 그때 하고 이병은 다른 병이랑 다르게 수술만 하면 끝나는 병이라 어찌보면 다행아니냐고 나쁜 말로하면 돈만 쓰면 낫는 병이라고 걱정말라시네요역시 이 분은 궁금한거 질문 바 받아주셔서 좋은것 같아요오늘도 15분정도 진료 본거 같네요3개월 뒤에 mri결과가 좋기만 바래봅니다."
103,모카야사랑해,2023.07.31. 22:21,- 본인이 병원에서 진료를 본 후기나 치료 후기를 회원들에게 알려주세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.================================================== 내 용 =====================================================주차타워 2시간 되여.1시간 안으로 모든 접수검사 다 했구용19만원요추. 씨디만. 진료6300 원아..근데 좌골이아파서 죽겠어요
104,왕찡,2023.07.31. 19:53,"오늘 ㅂㄷㅊ 병원 진료보고 왔네요.열흘전에 찍은mri가지고 내원했습니다.척전병원인데 예약없이 한시간정도 기다리다가 ㅂㅊㅇ 원장님에게 진료봤는데친절하시고 질문에 답변도 다해주시는데 이정도로는 수술할께 아니라며 자기는 수술만하니비수술원장님 에게 진료를 넘기셨네요.비수술 원장님은 젊어보이시는데 마찬가지로 여러가지 질문을 여쭤봤는데 아주친절하게답변해 주셔서 좋았습니다.문제는5-1번이구요.결론은 주사로 치료가 않되었다면 풍선성형술을 하자고 했습니다.저는 방사통이 오로지 양발바닥만 저리고 땡깁니다.요즘은 허리도 아프기도 하구요..저희누님이17년에 시술받았다고 추천해줘서 내원했습니다.비술비 상담하고 왔습니다.진료 아주친철하게 봐주셨네요.진료비도 생각했던거보다 싸네요..저희동네 작은척전에선 mri판독료로 30,000원도 따로받던데...내일은 ㅊㄷㅇㄹㄷ척전병원 ㅅㅅㅎ원장님에게 진료봅니다.목요일은 ㅅㅇㅇㅅㅂㅇ ㅅㅈㅇ교수님께 진료예약 되었네요.진료의뢰서를 가지고 가야하는 번거로움이 있긴한데 운이 좋게 예약할수 있었네요.이교수님이 풍선성형술을 최초개발하신분이라고 하던데 진료만보고시술은 대기가 길거같아서 앞서간 두군데서 결정할듯 싶습니다.발병이 된건2달전쯤인데 발저림은 좀 나아지긴했는데 너무 불편해서 그냥 시술받을 생각입니다.오로지 시술만 잘되길 바랄뿐입니다.신경이 온통 발바닥으로만 가네요.쉬거나 눕거나 하면 괜찮은데...운전할때 좀 심하구요..보존도 좋은데 운전을 업으로 전국을 다니는 가장이라 시간도 없고해서 저는그냥 시술하기로 결정했네요..다른분들 모두 무통하시길 기원합니다."
105,구봉선생,2023.07.31. 17:14,"방금 뵙고왔어요.딱봐도 경험과 연륜이 묻어나는 딱 의사스타일 이시네요.여쭙는 질문은 답변 잘해주십니다.전 L45 디스크로만 알았는데(11년간을)협착(추간공x) 초기라고 수술은 권하지 않으시네요.협착에서 1차 쇼크먹고다음 질문이 안떠올라, 어버버했습니다.초기인데 왤케 아프나요?했어요.신경이 예민하게 받아들이는 몸인거 같다.신경차단술 원하면 놔주신대서한달 약먹어보고 그때 결정할게요 하고인사드리고 나왔습니다.참 디스크인지 협착때문인지 이제저도 모르겠네요.ㄷㅈㅅㅁ병원 ㅇㅈㅅ교수님은 이정도 협착은 신경쓰지말랬는데...아몰랑 입니다.내일 ㄷㅈㅅㅁ병원에 약타러 가는데 다시 3.0 mri 보여드리고 다시 여쭤봐야죠!""제가 디스크인가요 협착인가요??"""
106,콩지난,2023.07.31. 13:31,- 본인이 병원에서 진료를 본 후기나 치료 후기를 회원들에게 알려주세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.방금 mri 찍고왔네요.. 극심한 방사통에 진통제를 맞고 찍었는데도 약빨이 들기전까지 소리지르면서 참고 버텨 겨우겨우 촬영했네요 ㅠㅠ 찍고나니 4.5 데스크 돌출이라네요 .. 처음찍었던 ct랑 비교해서 더 튀어나오면서 반대쪽다리까지 방사통이 온거라구 하더군요 .. 결론적으로는 터진것 아니고 튀어나왔는상태니까 수술보다는 보존치료하자고 하시던데 보존치료 하는건 좋아요 근데 이 극심한 방사통은 좀 나아져야 걷기든 운동이든 보존 할텐데 도대체 다리 다펴고 서기도 힘든 이 방사통은 없어지긴 할까요...? ㅠㅠ
107,Iluv,2023.07.31. 10:31,"진료후기) 2주전부터 허리, 목에 방사통이 있어서 디스크인줄 알고 동네 큰 척추병원에서 MRI 촬영을 했더니 서울큰병원에 가셔서 진료를 받아야 정확히 알 수있다고 하심종양이 생겨 신경을 누르고있다는 걸 알게되었습니다.."
108,후루꾸수학,2023.07.28. 13:04,"대학병원은 3분컷으로 애초에 정해진것 같아요ㅅㅇㄷㅎㄱ병원은 15분 단위로 예약을 하는데 어제 보니까 15분에 다섯명이 예약되어 있는것 같았어요그게 맞다면 3분이 저에게 주어진 최대 진료시간인거고 3분을 채우면 진료 짧다고 불평할게 아니고 교수님께 감사해야되나 라는 생각이 드네요 ㅋㅋㅅㅇㄷㅎㄱ병원은 진료실마다 예진하시는 선생님이 계셔서 교수님이 옆방 진료 보시는동안 예진선생님께서 물어보시는거 대답하고 증상 얘기하다 보면 교수님이 들어 오십니다.예진선생님께서 증상 물어보셔서손이 저리거나 땡기는건 아닌데 따끔따금 아프다. 견갑골 통증이 좌우로 왔었고 허벅지에 힘이 약해진 느낌이 든다. 서서 신발신을때 가끔 휘청거릴때가 있는데 심하지는 않다. 다른 통증도 심하지는 않다고 말씀드렸습니다.교수님 들어오셔서 mri보시더니교수님 : 신경이 많이 눌려있어서 증상의 변화에 따라서 적극적으로 대응을 할겁니다.예진선생님: ""3개월만에 오신 환자고"" 까지만 알아듣고 그 담부턴 영어로 어쩌고저쩌고~교수님 : 손동작이나 걸음에 변화는 없냐나 : 걸을때 티가 나지도 않고 심하지는 않은데 살짝 부자연스러울때가 있다.교수님 : (팔굼치쪽 망치로 때려보시더니) 입원장 내겠습니다. 입원 예약을 하고 가세요. 그렇다고 바로 수술하는거는 아니고 6~7개월이 밀려있으니 우선 병실부터 잡아놓고 6개월 뒤에 외래 진료에서 예약한 날짜에 수술을 할지 예약을 미루고 더 지켜볼지 정합시다.증상이 조금 바껴서 6개월을 기다리기 무서우면 외래를 땡겨서 오고 증상이 확 바뀌면 그땐 무조건 응급실로 들어 오는겁니다.진료실 나와서 설명간호사랑 상담 받았는데 너무 갑자기 결정을 하신거라 아직 정확히 몇 마디를 할지도 안나와있고 다만 뒤의 뼈를 잘라서 공간을 넓히는 수술을 할거라고만 하셨습니다. 입원기간은 일주일정도 생각하라고도 하셨어요아마도 후궁성형술을 말씀하시는 듯 한데....지금까지 ㄱㅎㅇㄹㅇ, ㅁㄷㅅㅅㅂㅇ, 서울ㅇㅅㅂㅇ, 인천ㄱㅂㅇ, ㄱㅂㅅㅅㅂㅇ은 전방유합술을 하신다고 했는데 ㅅㅇㄷㅎㄱ병원만 후궁성형술을 하자고 하시니 어떤게 더 효과적일지 혼란스럽네요후궁성형술을 많이 하시는 ㄱㅎㅇㄹㅇ ㄱㄱㅈ교수님을 만나볼까도 생각중입니다.현재까지는 수술은 ㄱㅂㅅㅅㅂㅇ ㅅㅎㅊ교수님 아니면 ㅅㅇㄷㅎㄱㅂㅇ ㄱㅎㅁ교수님께 받을 생각인데 고민이네요8월 1일에 ㄱㅂㅅㅅㅂㅇ 예약이 있으니 진료보고 와서 자세히 남기겠습니다.회원님들 모두 무더위에 건강 조심하시고 환우님들 무통하세요~"
109,언젠간 먼 기억으로만,2023.07.27. 19:13,오늘 집 앞 정형외과에서 1차신경주사맞고 2주지났는데 통증이 크게 경감되진 않아서 오전에 2차로 맞고왔습니다. 맞을 때 저번보다 훨씬 통증이 심해서 잘 들어갔나보다 하고 막 맞고 집에 와서는 마취성분 때문인지 별로 안아팠는데 지금은 양쪽 다리가 방사통이 엄청 강하네요.. 이게 염증부위에 잘 맞은 거라고는 하던데 주사가 효과있으신분들 경험이 궁금해서 올립니다. 짧게나마 경험공유해주시면 너무 감사하겠습니다
110,라땅숑,2023.07.27. 18:19,- 척추질환과 관련하여 일반적인 모든 상담을 여러 환우분들에게 문의해 보세요.- 지금의 증상이나 치료 등 현재까지의 상황을 자세하게 적어주시기 바랍니다.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.- 참고로 답변이 달린 게시글은 함부로 삭제하지 마시기 바랍니다.안녕하십니까.ㅊㄷ ㅇㄹㄷ 에서 단방향 수술 문의드립니다.전화햅느니 650~700정도 금액이 든다고하는데 맞나요? 금액아시는분이나 수술 후기부탁드립니다. 감사합니다
111,비비엔,2023.07.27. 13:06,"안녕하세요 까페 도움 받아서 빠르게 예약 할수 있는 ㄱㅊㄷㄱㅂㅇ ㅂㅇㄱ 교수님 진료 보고 왔습니다저번주에 진료 보고 왔는데 후기가 늦었습니다저는 경추 3번4번이 신경을 누르고 있어서 양쪽 팔, 손, 양쪽 발, 발다닥이 항상 저리고 뒷목에 통증과 뻐근함이 있는데요사실 저는 수술하고 싶지 않아서 여러군데 대학병원에 진료 보고 있는 상황 입니다ㅂㅇㄱ 교수님은 수술은 환자의 선택이라고 하셨어요지금 수술하나 나중에 마비와서 수술하나 전 치료 단계가 없어서 최종은 수술이라고요요기서도 마찬가지로 아무것도 하지말고 목 건들이지 말라고 합니다환자가 통증에 견디기 힘들면 수술하는거고 나중에 수술하더라도 미리 수술 할껄 하는 생각도 들수 있다고기존에 처방약은 몸이 너무 부어서 힘들다고 하니까 덜 붓는 진통제로 처방해 주셨습니다통증과 저림은 기복이 좀 있어서 일하고 바쁜날은 팔이랑 발바닥이 많이 저리고 목이 너무 아픕니다눈도 갑자기 모니터나 핸드폰 글씨가 너무 안보여서 안과에 가서 물어보니 목이 안좋으면 눈 초점 맞추는 능력이 떨어질 수 있다고 하네요그리고 최근에는 음식 삼킬때 목 넘김이 뻐긋한 느낌이 들고 목소리가 떨리는 증상은 왜 그러는 걸까요?컨디션에 따라 괜찮을떄 있고 아주 안좋을떄도 있는데 수술하기에는 지금 당장은 아니고 그렇다고 해서 치료할수있는 약도 아니고 그어떤 치료도 목 건들이지 말라고 하고 그냥 이대로 조심히 있는 상황이라 답답 합니다."
112,kms3255,2023.07.27. 09:34,"엄마의 심각한 허리통증으로 월요일에ㅊㄷ 병원에 다녀왔습니다전 직장때문에 입원만 시켜놓고 왔는데다음날 MRI결과 유합술해야한다고 했다네요하늘이 무너질것같은 공포를 느낀 엄마는정신이 혼미해져서 아무것도 기억도못하고엄마들이 영상봐야 뭘 자세히 알 수있을까요ㅠ너무 겁이나서 우선 퇴원을하고카페에서 열심히 검색해서 ㄷㅌㅅㅌ 왔어요ㄱㄱㅌ원장님께 진료받았는데엄마 나이 대비 절대 나쁜 상황아니고수술 굳이 할 필요없고, 근육이 내려앉아서그런거라고 마사지 잘 해주라고ㅠㅠ유합술 권유받았다고 하니,다시 자세히 살피셨지만 그 정도 아니라고정말 감사한 말씀 주셨습니다ㅠㅠ울 엄마 진짜 너무 맘 고생 많이 하셨거든요와~~ 진짜제가봐도 크게 이상없어 보이는 그 영상으로어떻게 그 큰 수술을 하라고...진짜 ㅠ모두에게 해당 될 수는 없겠지만한 군데만 가지마시길 말씀드리고싶습니다ㅠㅠ아무것도 모르던 제게ㄱㄱㅌ 원장님을 알게해주신 카페 모든 분들께 감사드립니다ㅠ"
